timestamp,user_id,status
2026-05-18 17:22,A101,SUCCESS
2026-05-18 17:22,U101,SUCCESS
2026-05-18 17:22,A101,FAILED
2026-05-18 17:23,A001,SUCCESS
2026-05-18 17:23,M001,SUCCESS
2026-05-18 17:24,A001,SUCCESS
2026-05-18 17:25,M001,SUCCESS
2026-05-18 17:25,R003,SUCCESS
2026-05-18 17:26,R002,SUCCESS
2026-05-18 17:26,R002,FAILED
2026-05-18 17:26,R003,FAILED
2026-05-18 17:26,R003,SUCCESS
2026-05-18 17:26,R001,SUCCESS
2026-05-18 17:28,R003,SUCCESS
2026-05-18 17:28,A001,SUCCESS
2026-05-18 17:28,M001,SUCCESS
2026-05-18 17:28,U001,FAILED
2026-05-18 17:28,U002,FAILED
2026-05-18 17:28,R003,FAILED
2026-05-18 17:28,R003,SUCCESS
2026-05-18 17:31,R003,FAILED
2026-05-18 17:31,R003,SUCCESS
2026-05-18 17:33,R003,SUCCESS
2026-05-18 17:33,A001,SUCCESS
2026-05-18 17:51,R003,SUCCESS
2026-05-18 17:51,A001,SUCCESS
2026-05-18 17:53,A001,SUCCESS
2026-05-18 17:57,A001,SUCCESS
2026-05-18 18:09,A001,SUCCESS
